date,avg_temp_f,min_temp_f,max_temp_f,precipitation_in
,45.0,36.4,53.7,1.45
,51.6,41.2,62.0,1.96
,60.8,50.2,71.3,1.25
,61.4,52.3,70.4,3.10
,61.5,49.5,73.6,1.29
,55.6,45.0,66.3,1.24
,52.8,41.4,64.3,2.51
,46.0,36.5,55.5,3.48
,40.8,32.7,48.9,6.47
,39.2,31.8,46.5,9.17
,39.7,33.9,45.4,9.69
,40.0,34.8,45.1,11.45
,42.1,36.0,48.2,8.43
,50.2,44.0,56.5,7.46
,61.0,46.7,75.2,0.05
,60.2,50.2,70.2,2.61
,63.0,51.1,74.8,0.48
,56.4,46.2,66.6,1.48
,52.5,40.9,64.1,2.68
,43.2,33.2,53.1,2.37
,41.0,32.7,49.4,6.27
,38.7,32.7,44.8,7.44
,38.9,33.9,43.8,13.60
,41.0,35.7,46.4,10.67
,44.6,38.1,51.2,7.95
,51.7,38.8,64.5,2.06
,63.4,48.6,78.3,0.24
,64.2,51.9,76.4,0.22
,61.6,49.6,73.5,2.29
,58.2,46.0,70.4,1.63
,50.1,40.8,59.4,3.11
,46.8,38.5,55.1,4.83
,42.8,35.1,50.5,8.72
,40.0,34.6,45.3,8.31
,34.7,28.4,41.0,13.15
,42.0,37.2,46.7,13.85
,40.5,35.4,45.6,17.15
,50.5,42.4,58.5,5.09
,60.2,48.4,71.8,4.43
,60.1,47.9,72.2,0.60
,63.3,50.1,76.4,0.04
,57.8,47.5,68.1,2.59
,53.6,41.6,65.6,2.41
,47.9,37.2,58.7,2.44
,43.2,35.3,51.2,4.63
,42.0,33.7,50.4,2.41
,36.1,30.1,42.1,5.89
,34.4,29.3,39.5,12.59
,43.8,37.1,50.4,6.21
,49.7,39.0,60.3,1.30
,56.9,45.4,68.3,4.06
,65.2,50.7,79.6,0.66
,65.1,51.5,78.6,0.55
,58.2,47.5,68.9,0.98
,55.3,43.0,67.6,1.48
,43.7,34.3,53.2,5.67
,44.8,37.0,52.6,8.13
,40.0,33.2,46.9,7.88
,35.8,30.3,41.4,12.46
,36.7,32.2,41.1,13.74
,43.0,37.6,48.3,9.01
,49.2,40.6,57.7,4.89
,57.0,45.4,68.6,4.63
,66.1,53.1,79.0,0.73
,63.5,51.0,75.9,0.76
,54.5,45.2,63.7,2.15
,53.2,42.2,64.2,2.19
,45.8,35.3,56.3,3.37
,39.6,31.8,47.4,10.38
,40.2,33.5,46.9,6.17
,37.4,33.0,41.9,14.10
,37.6,33.1,42.1,16.51
,43.4,36.2,50.5,8.06
,49.4,39.5,59.4,5.28
,56.6,45.4,67.8,2.60
,62.8,48.8,76.9,0.18
,62.9,49.3,76.4,0.22
,60.1,47.0,73.1,0.69
,52.3,40.1,64.5,1.88
,44.1,34.9,53.3,4.72
,43.6,33.4,53.7,3.93
,43.8,33.9,53.6,5.91
,38.4,33.2,43.7,15.18
,40.2,35.2,45.3,10.31
,44.3,37.0,51.6,4.45
,49.7,40.1,59.2,5.07
,59.4,49.1,69.7,3.76
,60.7,47.7,73.7,0.22
,61.7,49.4,74.0,0.36
,62.4,52.7,72.0,2.56
,55.5,43.1,67.9,2.09
,46.8,37.3,56.4,3.33
,43.6,31.7,55.5,2.64
,37.6,30.6,44.6,5.46
,30.6,25.8,35.5,10.88
,35.8,30.9,40.6,12.32
,43.9,37.2,50.5,9.43
,49.7,40.7,58.8,7.01
,59.5,48.9,70.1,3.10
,61.4,50.2,72.6,4.32
,63.8,50.2,77.4,0.43
,57.7,46.5,68.9,3.23
,53.1,42.4,63.8,3.96
,45.6,35.2,56.0,2.97
,45.8,36.8,54.8,6.35
,44.7,34.4,55.0,9.19
,38.2,32.5,43.8,8.49
,38.5,33.6,43.4,7.61
,44.5,36.7,52.2,4.52
,52.2,43.9,60.4,9.51
,62.9,48.4,77.4,1.21
,67.9,51.4,84.4,0.06
,63.7,49.3,78.1,0.05
,60.8,49.0,72.7,1.45
,52.9,40.9,65.0,0.97
,43.6,33.4,53.8,3.34
,40.9,33.3,48.5,7.51
,41.3,33.2,49.4,4.15
,41.3,36.4,46.3,13.46
,41.9,37.4,46.4,12.89
,44.6,37.8,51.4,6.80
,51.0,41.6,60.5,4.62
,61.2,49.6,72.7,2.19
,63.2,49.5,77.0,0.38
,61.5,49.5,73.4,1.34
,57.5,45.5,69.6,1.55
,52.8,39.9,65.8,1.80
,48.4,37.6,59.3,1.98
,42.7,33.7,51.7,9.53
,39.7,32.3,47.1,4.37
,37.8,32.8,42.8,10.81
,37.0,32.0,42.0,10.71
,45.8,39.7,51.9,8.91
,54.0,44.4,63.6,3.27
,58.0,45.9,70.1,0.22
,64.2,52.4,76.0,1.57
,64.0,50.3,77.6,0.53
,56.6,44.3,69.0,0.74
,50.2,39.5,60.9,2.50
,48.6,37.9,59.3,2.94
,44.5,32.3,56.6,0.85
,41.0,34.6,47.4,4.54
,38.0,32.6,43.5,12.07
,35.6,30.3,41.0,14.96
,40.0,33.9,46.2,9.47
,51.8,41.4,62.2,1.97
,57.9,47.0,68.7,1.86
,61.0,49.4,72.5,1.40
,61.4,49.6,73.1,1.43
,55.8,45.4,66.2,2.04
,49.9,39.0,60.8,1.38
,44.7,35.0,54.4,2.88
,41.7,33.7,49.8,7.52
,39.6,30.9,48.4,2.72
,39.5,34.1,44.8,16.92
,38.6,32.9,44.2,5.39
,43.9,38.0,49.7,9.62
,52.7,44.7,60.7,5.44
,62.5,51.2,73.8,2.65
,62.7,51.5,73.8,2.70
,59.9,49.0,70.8,1.79
,56.4,46.4,66.4,2.08
,53.5,41.3,65.8,2.58
,46.4,38.1,54.6,4.63
,42.4,33.8,51.1,7.36
,45.7,37.6,53.8,7.46
,32.4,26.0,38.8,3.07
,40.1,34.1,46.1,4.74
,44.8,38.1,51.6,13.25
,52.1,43.6,60.6,6.00
,60.0,48.7,71.4,2.69
,62.1,50.4,73.7,2.53
,61.2,48.4,74.0,0.23
,56.6,44.6,68.6,1.05
,49.0,40.0,58.0,2.88
,48.5,38.0,59.0,5.51
,41.1,32.3,49.9,6.16
,40.8,33.2,48.3,4.39
,35.3,28.5,42.1,3.60
,38.2,32.9,43.5,10.22
,39.4,31.6,47.3,7.31
,50.0,40.8,59.1,6.46
,57.4,45.4,69.4,1.47
,66.1,52.8,79.5,1.08
,64.8,51.7,77.8,0.57
,61.2,47.8,74.6,0.94
,53.0,42.5,63.4,2.64
,46.1,37.4,54.9,4.97
,43.8,36.4,51.2,10.07
,43.5,38.1,48.9,14.67
,41.5,34.6,48.4,7.71
,37.1,30.7,43.4,4.41
,42.7,35.7,49.7,13.36
,52.1,43.5,60.6,5.32
,59.1,47.2,71.0,1.12
,61.8,50.5,73.2,2.24
,64.2,48.6,79.9,0.00
,58.4,46.0,70.7,0.99
,50.5,40.9,60.2,5.11
,47.6,38.1,57.0,6.74
,42.2,34.1,50.2,7.99
,39.8,32.5,47.1,8.09
,34.1,29.2,39.0,5.89
,37.9,31.9,43.8,5.73
,41.7,33.9,49.6,7.38
,51.8,43.2,60.5,4.88
,57.2,48.0,66.5,5.12
,61.8,48.6,75.0,0.52
,64.1,50.6,77.6,1.02
,58.0,47.9,68.1,2.69
,51.9,40.4,63.4,3.48
,48.5,38.0,59.0,2.76
,42.9,34.7,51.2,6.61
,39.4,33.3,45.4,4.91
,38.6,33.2,44.0,12.28
,42.2,37.1,47.4,7.57
,42.8,36.3,49.4,11.77
,53.5,42.5,64.5,3.66
,59.8,47.9,71.7,1.44
,66.2,51.6,80.9,0.20
,67.2,53.5,80.8,0.03
,61.9,51.8,72.0,3.52
,57.8,45.0,70.5,1.64
,47.6,37.4,57.9,5.81
